0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,16
18,17
19,18
20,15
21,19
22,20
23,21
24,21
25,22
26,23
27,23
28,23
29,23
30,24
31,23
32,24
33,24
34,21
35,24
36,17
37,17
38,25
39,26
40,23
41,27
42,28
43,27
44,27
45,24
46,7
47,28
48,18
49,18
50,18
51,18
52,16
53,22
54,16
55,23
56,17
57,15
58,19
59,18
60,17
61,21
62,17
63,18
64,17
65,17
66,17
67,4
68,17
69,18
70,21
71,21
72,20
73,26
74,0
75,20
76,26
77,20
78,18
79,20
80,20
81,20
82,20
83,0
84,18
85,23
86,26
87,20
88,18
89,20
90,20
91,20
92,18
93,20
94,18
95,20
96,20
97,18
98,18
99,0
100,0
101,0
102,18
103,18
104,18
105,18
106,18
107,18
108,20
109,20
110,20
111,20
112,18
113,29
114,18
115,18
116,25
117,18
118,25
119,0
120,0
121,18
122,18
123,18
124,29
125,18
126,0
127,18
128,25
129,25
130,25
131,25
132,29
133,18
134,18
135,30
136,18
137,29
138,29
139,29
140,29
141,29
142,29
143,29
144,29
145,18
146,18
147,18
148,18
149,18
150,18
151,18
152,18
153,18
154,18
155,18
156,18
157,18
158,30
159,30
160,21
161,21
162,30
163,30
164,18
165,30
166,21
167,21
168,21
169,30
170,30
171,21
172,18
173,21
174,30
175,21
176,0
177,0
178,0
179,0
180,18
181,18
182,0
183,0
184,18
185,0
186,18
187,0
188,18
189,18
190,18
191,0
192,18
193,18
194,18
195,18
196,0
197,0
198,0
199,18
200,0
201,18
202,0
203,18
204,18
205,18
206,18
207,0
208,0
209,18
210,18
211,18
212,18
213,18
214,18
215,18
216,18
217,0
218,0
219,18
220,18
221,0
222,0
223,18
224,18
225,18
226,18
227,18
228,18
229,18
230,18
231,0
232,0
233,0
234,18
235,18
236,0
237,18
238,18
239,0
240,0
241,0
242,18
243,18
244,17
