0,268
1,0
2,268
3,1
4,2
5,3
6,4
7,5
8,6
9,7
10,0
11,8
12,268
13,9
14,10
15,11
16,12
17,0
18,13
19,14
20,14
21,15
22,16
23,16
24,17
25,18
26,17
27,19
28,19
29,20
30,21
31,22
32,23
33,24
34,25
35,24
36,26
37,20
38,27
39,28
40,29
41,30
42,31
43,32
44,21
45,21
46,21
47,4
48,33
49,33
50,34
51,33
52,35
53,36
54,36
55,33
56,35
57,20
58,268
59,37
60,37
61,37
62,268
63,37
64,268
65,0
66,36
67,268
68,23
69,0
70,37
71,33
72,9
73,35
74,33
75,0
76,0
77,268
78,9
79,38
80,9
81,33
82,37
83,37
84,39
85,39
86,40
87,40
88,40
89,40
90,0
91,40
92,40
93,39
94,0
95,268
96,268
97,268
98,268
99,268
100,268
101,40
102,39
103,268
104,40
105,268
106,39
107,39
108,268
109,268
110,0
111,0
112,43
113,0
114,0
115,41
116,42
117,42
118,268
119,0
120,39
121,41
122,268
123,23
124,46
125,44
126,41
127,43
128,39
129,43
130,44
131,268
132,0
133,42
134,44
135,44
136,39
137,39
138,45
139,44
140,268
141,268
142,23
143,23
144,43
145,0
146,268
147,46
148,268
149,41
150,41
151,41
152,0
153,43
154,43
155,43
156,268
157,47
158,47
159,47
160,47
161,268
162,47
163,47
164,48
165,48
166,40
167,48
168,40
169,268
170,49
171,50
172,51
173,51
174,48
175,51
176,0
177,50
178,52
179,48
180,42
181,52
182,50
183,48
184,33
185,51
186,37
187,268
188,51
189,268
190,51
191,0
192,51
193,42
194,0
195,268
196,48
197,48
198,48
199,0
200,51
201,51
202,51
203,268
204,268
205,268
206,268
207,268
208,0
209,268
210,268
211,43
212,268
213,0
214,43
215,43
216,0
217,9
218,268
219,268
220,268
221,268
222,268
223,268
224,0
225,268
226,268
227,268
228,268
229,268
230,268
231,0
232,268
233,0
234,268
235,43
236,0
237,0
238,0
239,0
240,0
241,0
242,15
243,0
244,0
245,0
246,43
247,0
248,0
249,268
250,268
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,268
259,0
260,0
261,0
262,268
263,0
264,0
265,0
266,0
267,0
268,0
269,268
270,268
271,268
272,0
273,0
