0,0
1,271
2,0
3,1
4,2
5,3
6,4
7,5
8,6
9,7
10,271
11,8
12,271
13,9
14,10
15,11
16,12
17,13
18,13
19,14
20,14
21,15
22,16
23,17
24,18
25,19
26,18
27,20
28,21
29,22
30,23
31,23
32,24
33,25
34,26
35,26
36,27
37,26
38,28
39,29
40,30
41,31
42,32
43,33
44,23
45,23
46,23
47,4
48,34
49,34
50,35
51,34
52,36
53,36
54,36
55,35
56,22
57,36
58,35
59,0
60,37
61,0
62,22
63,37
64,38
65,271
66,271
67,35
68,271
69,24
70,37
71,34
72,271
73,35
74,271
75,271
76,271
77,271
78,27
79,39
80,271
81,34
82,37
83,37
84,41
85,40
86,40
87,40
88,40
89,41
90,41
91,41
92,0
93,40
94,41
95,41
96,41
97,41
98,41
99,40
100,271
101,41
102,40
103,41
104,40
105,271
106,40
107,41
108,40
109,271
110,271
111,40
112,0
113,40
114,271
115,271
116,52
117,42
118,52
119,0
120,38
121,0
122,271
123,0
124,42
125,43
126,0
127,271
128,38
129,271
130,44
131,41
132,0
133,42
134,44
135,44
136,271
137,42
138,45
139,44
140,41
141,0
142,38
143,38
144,271
145,0
146,0
147,38
148,38
149,0
150,0
151,46
152,271
153,44
154,0
155,271
156,0
157,0
158,47
159,48
160,49
161,49
162,50
163,50
164,49
165,51
166,0
167,49
168,52
169,271
170,52
171,52
172,51
173,0
174,49
175,51
176,34
177,50
178,50
179,51
180,42
181,50
182,50
183,0
184,34
185,53
186,34
187,271
188,34
189,271
190,51
191,34
192,51
193,38
194,0
195,49
196,271
197,0
198,0
199,0
200,51
201,51
202,271
203,0
204,271
205,271
206,44
207,271
208,271
209,44
210,271
211,0
212,0
213,38
214,44
215,44
216,0
217,9
218,38
219,44
220,271
221,271
222,271
223,271
224,271
225,0
226,271
227,0
228,271
229,44
230,271
231,44
232,271
233,0
234,0
235,0
236,271
237,271
238,24
239,271
240,271
241,271
242,271
243,271
244,10
245,0
246,271
247,0
248,271
249,271
250,0
251,0
252,10
253,0
254,271
255,271
256,271
257,0
258,271
259,0
260,271
261,271
262,271
263,271
264,271
265,271
266,271
267,271
268,271
269,0
270,271
271,271
272,271
273,271
