0,11
1,11
2,0
3,1
4,12
5,2
6,3
7,4
8,0
9,5
10,0
11,6
12,3
13,7
14,8
15,8
16,9
17,11
18,10
19,11
20,11
21,12
22,13
23,13
24,14
25,14
26,14
27,15
28,0
29,11
30,11
31,0
32,16
33,17
34,14
35,5
36,14
37,14
38,15
39,18
40,13
41,19
42,20
43,21
44,0
45,0
46,20
47,21
48,19
49,0
50,21
51,19
52,5
53,19
54,19
55,19
56,19
57,0
58,21
59,21
60,21
61,0
62,5
63,5
64,0
65,0
66,0
67,21
68,0
69,21
70,0
71,0
72,5
73,5
74,5
75,5
76,9
77,7
78,5
79,0
80,5
81,0
82,0
83,0
84,5
85,0
86,0
87,0
88,21
89,0
90,0
91,0
92,0
93,0
94,2
