1,0
2,1
3,2
4,3
5,4
6,5
7,6
8,7
9,8
10,9
11,10
12,11
13,12
14,13
15,14
16,15
17,16
18,17
19,18
20,19
21,20
22,21
23,22
24,23
25,24
26,25
27,26
28,27
29,28
30,29
31,23
32,30
33,31
34,32
35,33
36,34
37,29
38,35
39,36
40,37
41,38
42,39
43,40
44,41
45,25
46,25
47,42
48,43
49,43
50,44
51,45
52,46
53,41
54,47
55,47
56,44
57,48
58,44
59,44
60,49
61,50
62,47
63,51
64,52
65,53
66,54
67,53
68,53
69,55
70,56
71,57
72,56
73,58
74,54
75,59
76,60
77,61
78,62
79,58
80,63
81,58
82,39
83,64
84,24
85,39
86,18
87,18
88,18
89,18
90,25
91,65
92,29
93,66
94,20
95,67
96,28
97,68
98,69
99,70
100,28
101,28
102,71
103,72
104,71
105,35
106,35
107,17
108,73
109,68
110,74
111,75
112,76
113,77
114,78
115,25
116,67
117,79
118,80
119,81
120,82
121,83
122,83
123,84
124,83
125,78
126,76
127,84
128,85
129,86
130,86
131,16
132,14
133,87
134,88
135,87
136,14
137,16
138,89
139,90
140,90
141,27
142,27
143,76
144,27
145,87
146,91
147,36
148,21
149,21
150,55
151,21
152,17
153,87
154,92
155,93
156,94
157,95
158,96
159,97
160,98
161,99
162,16
163,98
164,100
165,101
166,87
167,97
168,97
169,94
170,102
171,97
172,98
173,94
174,103
175,14
176,16
177,104
178,105
179,106
180,107
181,108
182,109
183,105
184,110
185,107
186,108
