1,0
2,1
3,2
4,3
5,4
6,5
7,6
8,7
9,8
10,9
11,10
12,11
13,12
14,13
15,14
16,15
17,14
18,16
19,17
20,18
21,19
22,20
23,21
24,22
25,23
26,2
27,23
28,24
29,12
30,25
31,18
32,26
33,27
34,30
35,28
36,32
37,29
38,30
39,31
40,27
41,5
42,32
43,33
44,37
45,35
46,2
47,36
48,37
49,38
50,38
51,10
52,39
53,44
54,40
55,41
56,42
57,47
58,44
59,44
60,48
61,47
62,41
63,41
64,48
65,49
66,50
67,53
68,52
69,35
70,35
71,52
72,50
73,50
74,53
75,54
76,59
77,56
78,54
79,50
80,57
81,64
82,59
83,22
84,60
85,27
86,18
87,27
88,61
89,62
90,23
91,70
92,70
93,29
94,64
95,19
96,154
97,66
98,12
99,77
100,12
101,67
102,68
103,78
104,12
105,69
106,23
107,71
108,72
109,73
110,73
111,74
112,82
113,76
114,77
115,36
116,33
117,78
118,79
119,80
120,79
121,81
122,82
123,21
124,88
125,88
126,82
127,82
128,84
129,85
130,86
131,16
132,88
133,89
134,89
135,90
136,91
137,92
138,16
139,94
140,94
141,68
142,95
143,96
144,95
145,18
146,50
147,97
148,20
149,17
150,98
151,20
152,72
153,72
154,102
155,100
156,104
157,105
158,102
159,103
160,104
161,105
162,71
163,71
164,16
165,71
166,15
167,100
168,100
169,100
170,106
171,100
172,106
173,107
174,107
175,71
176,16
177,108
178,14
179,14
180,26
181,109
182,89
183,109
184,14
185,26
186,110
