1,0
2,1
3,2
4,3
5,4
6,5
7,6
8,7
9,8
10,9
11,10
12,11
13,12
14,13
15,14
16,15
17,16
18,17
19,18
20,19
21,20
22,21
23,22
24,23
25,23
26,24
27,25
28,26
29,27
30,28
31,29
32,30
33,31
34,32
35,32
36,33
37,32
38,34
39,35
40,9
41,36
42,24
43,37
44,38
45,1
46,1
47,39
48,40
49,41
50,42
51,10
52,38
53,38
54,43
55,44
56,45
57,46
58,43
59,43
60,47
61,48
62,49
63,50
64,51
65,52
66,44
67,53
68,44
69,54
70,36
71,55
72,44
73,56
74,57
75,58
76,59
77,60
78,61
79,61
80,61
81,44
82,24
83,32
84,32
85,62
86,31
87,18
88,63
89,1
90,1
91,64
92,65
93,64
94,20
95,65
96,28
97,66
98,67
99,68
100,68
101,69
102,12
103,70
104,71
105,34
106,23
107,72
108,73
109,66
110,66
111,74
112,75
113,76
114,28
115,20
116,77
117,28
118,78
119,79
120,80
121,28
122,28
123,22
124,28
125,76
126,76
127,28
128,81
129,82
130,82
131,83
132,84
133,85
134,86
135,87
136,88
137,89
138,16
139,90
140,91
141,27
142,74
143,74
144,74
145,87
146,44
147,92
148,93
149,62
150,36
151,21
152,94
153,73
154,15
155,15
156,95
157,96
158,97
159,98
160,15
161,15
162,99
163,100
164,34
165,73
166,87
167,15
168,101
169,102
170,97
171,103
172,104
173,103
174,104
175,105
176,84
177,103
178,106
179,106
180,107
181,108
182,87
183,109
184,110
185,111
186,112
